景點名稱,景點描述,開放時間,縣市,行政區,地址,搭乘交通運輸,經度,緯度,FB ID,打卡數
石碇自行車道,石碇自行車道共長20公里，沿路山川明媚、空氣清新舒暢，自行車道從淡蘭藝文館北47公路經北宜公路從坪林宜蘭方向，再轉入北47-1公路回淡蘭藝文館。若於初春時節來訪，途中櫻花路樹，朵朵綻放，美不勝收，絕對令人心神大振。,全日開放,新北市,石碇區,新北市石碇區,【大眾運輸】　於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇站下車。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇。,121.64999,25.00001,116290971778591 ,11960
二格公園(農產品展售中心),二格公園座落於石碇東南方格頭里內西側，從新店北宜公路起算約23公里處，正為於該路之路旁，車輛來往極頻繁，為重要觀光景點之一。因地處山明水秀之格頭里，公園旁依傍著風景秀麗的翡翠水庫與鳥語花香的烏來區相望，並依附著二格山系與臺北市文山區木柵貓空茶園相鄰，景緻怡人，詩情畫意，遊客絡繹不絕，流連忘返。而為了將石碇區生產的高品質農產品介紹給遊客認識，而把原本規劃成觀光休閒自行車道的二格公園，打造成一座農產品展售中心。共有十多個攤位，以及兩個遊客服務中心，在展售中心的二樓是開放式空間，可供欣賞美景，讓遊客休息及品嚐當地美食，不論地點或設施，都是遊客很好的停註點,全天開放,新北市,石碇區,新北市石碇區二格公園,【大眾運輸】　新店捷運站搭乘新店客運綠12號至栳寮站下車。　　【自行開車】　往新店方向，上9號省道直行，於北宜公路23K處(小格頭)即可見二格公園。,121.62386,24.95682,142389459166411 ,1829
石碇姑娘廟,姑娘廟位於永定里路旁，廟內正堂奉祀一位未出嫁而逝世的姑娘，魏扁。據說她是清朝人，未出嫁即已去世。後來有位名叫曾桂的人，買了這塊地之後，竟無故發生腳疾，求神問卜後，得知魏扁姑娘因為無人祭拜，身後寂寞，希望曾桂能為她撿骨。曾桂為她建廟之後，腳疾便不藥而癒了。 此後陸續有香客前來求拜，據說相當靈驗，因此香火鼎盛，至今已有百年歷史，常有人來此許願。許願方式非常特殊，通常是向廟祝拿20到30元的紅包放在供桌上，上香求願並說明如何還願，再把紅包帶回。廟中有一大堆帳冊，載滿著「某先生借20元，還100萬元，某先生借20元，還60萬元」等條目。也有不少人把家中未出嫁而逝的女兒牌位送至此地接受庇護，現在偏堂已陪祀了百餘尊牌位。當地還有個傳說；要去姑娘廟，必須先到福安宮拜過土地公。 又有傳說，姑娘廟主神「魏扁」矜持嚴肅，在此不能亂開玩笑，否則會受責難。石碇姑娘廟奉祀「魏仙姑」，無配祀其他神明。於民國七年由曾桂先生石板搭建於永定溪畔奠基已近百年，其間民國四十年、五十八年經歷兩次改建。本廟位於106號縣道旁，背山面水，環境清幽空氣清新宜人。鄰近平溪（放天燈、坐小火車）、深坑（逛老街、吃美食、遊古厝）等知名旅遊景點，想要停下腳步悠閒呼吸新鮮空氣逛逛時，延著106縣道，至姑娘廟清幽的環境小憩一下。近年來單車旅遊盛行，許多單車騎士沿著106縣道從深坑一路騎到東北角，本廟也是單車騎士們中途的休憩站之一。,8:00?21:00,新北市,石碇區,新北市石碇區大湖格22之1號,【大眾運輸】　搭乘台灣好行795至姑娘廟站。　　【自行開車】 　1.景美走106線縣道到雙溪口轉106乙線（石碇-坪林）到九寮埔橋左轉過橋，然後沿小粗坑產業道路。　2.由景美走106線縣道到雙溪口後，仍循106線（往平溪）經文山煤礦到永定國小右轉產業道路。,121.69826,25.01661,1455143551403860 ,80
三才靈芝農場,日據時代為日本高級將領軍官俱樂部，光復後成為臺陽煤礦辦公廳舍。民宿主人看中附近清幽的環境和良好的水質，雖隱蔽卻又靠近派出所的特性，既養生又安全，將之買下，也因其中難以言喻的天地靈氣，故稱三才農場。在因緣際會下，民宿主人延續自1972年來的靈芝培育經驗，開了家合法民宿和以靈芝為主食的養生藥膳餐廳。其所培育靈芝於春、秋兩季生長，新鮮靈芝隨時來都有機會嚐到。夜幕低垂時，園區內微微散發桂花香的大道旁，夕陽緩緩從藥王山落下，襯托著森林晚霞，讓人全身舒暢，忘卻俗世煩憂。 農場中彌漫著靈芝特色創意料理的香氣，享受著慵懶漫步的基調，耳聽蟲鳴鳥叫與潺潺的溪谷腳步聲，徜徉於大自然的擁抱。農場設有靈芝生態導覽解說、石碇東方美人茶泡茶亭、戶外烤肉區等，此外，還可以親手製作靈芝太空包、DIY靈芝肥皂。,09:00-20:00,新北市,石碇區,新北市石碇區中民里十八重溪52-1號,【大眾運輸】　從捷運木柵站搭乘795號公車文山煤礦站下車，步行約600公尺即達。　　【自行開車】　北二高南往北行駛→由國道五號石碇的第二個交流道下→往平溪方向約3.6公里→看到汐止、平溪分岔路標指示→轉往汐止方向→約350公尺即達。,121.67503,25.01336,202712786427020 ,916
翡翠茶園,文山包種茶是北台灣知名的好茶，產地從文山一直到坪林，都是包種茶的產地。在有著好山好水的台北縣石碇鄉，有著一位年輕茶農曾仁宗，曾經出外工作的他，放下自己的事業，回鄉承襲起父親製茶的技術與堅持，讓品質優良、無農藥殘留的文山包種茶能在茶行中留香。 曾仁宗家中世代以務農為生。他原本在都市建築公司上班，在一個偶然的機會下，參加了農委會桃園農改場的「漂鳥營」後，毅然決然地放下都市的工作，回到石碇山上接手父親的製茶事業。 曾仁宗家的茶園生長環境極佳，清幽的環境，是攝影迷經常拜訪的私房景點。清晨，薄霧籠罩在茶園與翡翠水庫中，如同潑墨山水畫中的仙境；黃昏，則可見到如蛋黃般鮮明的夕陽與斑斕奪目的晚霞，在平靜無波的翡翠水庫湖水上，相映成絕美的圖畫，而夕陽，也在眾人驚嘆聲中，慢慢西下。 最讓曾仁宗自豪的，還有父親留下的「八卦茶園」。在小山丘上的茶園，由於地形與茶樹生長的樹勢，整齊羅列的景緻，彷彿就像是八卦上的卦陣，排列在大地上。「這難得的景致，可是只有內行人才知道。很多愛攝影的人，往往一大早就到這裡等到傍晚，為的就是一張漂亮的風景照。」 認真上進的他，除了承襲家中種茶與製茶的優秀技術外，也想要引進其他新穎的技術與方法，曾仁宗積極參加了許多農委會所辦理的課程，並且與當地農會配合行銷，努力拓展品牌，如此用心的他所培育出來的茶，往往也是獎項的常勝軍；不過曾仁宗並不安於現狀，對於自己家鄉優美與清幽的環境，讓他即使外出工作還是忘不了這片茶園，他回來之後重新體認到這塊土地的重要與偉大，同時也希望能將這份自然純淨，透過自己所種植的茶，傳達給所有人，於是他開始朝著健康有機的安全農業領域邁進，栽種出無毒、無農藥檢驗合格的茶，為的就是能讓消費者在喝下每一口茶的同時，能夠感受到清澈水質、天然環境的健康好茶。 在曾仁宗細心照料下，現在的茶園裡漸漸充滿了自然生機，每到夏天夜晚，螢火蟲就隨著山風起舞。只能生長在無污染環境的螢火蟲，是貼近天然無農藥環境最好的生物指標，也是對曾仁宗的茶園最美的鼓勵。「這裡有水流過的地方就有螢火蟲，螢火蟲多的地方青蛙也多，青蛙一多，嗯！經過草叢的時候，要小心蛇囉！」曾仁宗總愛用輕鬆的語氣提醒每個拜訪茶園的遊客。「不要害怕這些昆蟲與生物，健康的環境，才有豐富的生物，所生長的作物才會健康」對於茶園、對於茶葉，追求健康、生機，這就是曾仁宗從農的理念。,來電預約,新北市,石碇區,新北市石碇區北宜路6段13巷6號,【大眾運輸】　搭乘捷運松山新店線，於新店站下車轉搭綠12公車於巡邏站下車，步行即可抵達。　　【自行開車】　國道一於新竹系統出口下交流道→國道3號→朝竹東/台北前進→31-安坑出口下交流道→朝新店→分岔路口靠右→循碧潭/烏來的路標→併入環河路→於北宜公路/北新路一段/台9線向右轉即抵達。,121.65781,24.94795,112885819066940 ,8
石碇五路財神廟,五路財神廟是純道教廟宇，到五路財神廟參拜，主要為求財；由於面對一座外型酷似元寶的金寶山，讓這座財神廟香火特別旺。除此之外，連燒金紙的金爐、插香的香爐、祈財的聚寶盆，也都是象徵聚財的元寶造型，可以說是北臺灣擁有財氣與貴氣的五路財神廟。,7:00~18:00,新北市,石碇區,新北市石碇區永定村大湖格20之1號 ?,【大眾運輸】　由捷運木柵站轉乘台灣好行795，至姑娘廟站下車。　　【自行開車】 　1.由景美走106線縣道到雙溪口轉106乙線（石碇?坪林）到九寮埔橋左轉過橋，然後沿小粗坑產業道路。 　2.由景美走106線縣道到雙溪口後，仍循106線（往平溪）經文山煤礦到永定國小右轉產業道路。,121.69742,25.01703,god0315,76582
石碇北宜公路,石碇北宜公路是一段山路自行車挑戰路線，由新店碧潭沿著北宜公路（台9線）左轉接北47或北47-1至石碇接106乙線到雙溪口接106線一直到深坑，一路上、下坡頻繁，完全挑戰騎士的體力與耐力，不過沿路景色相當優美，尤其在3月，滿山桃紅色山櫻花綻放，風吹時落英繽紛，讓人看得神清氣爽。此路線並無自行車出租站，需自行攜帶自行車。,全日開放,新北市,石碇區,新北市石碇區石崁路與雙青公路交接口處,石碇北宜公路是一段山路自行車挑戰路線，由新店碧潭沿著北宜公路（台9線）左轉接北47或北47-1至石碇接106乙線到雙溪口接106線一直到深坑,121.65301,24.99795,245624488788603 ,89
石碇國小,創於1904年，至今己經歷百年，是石碇區最早設立的小學。現今石碇區內的永定國小、雲海國小及和平國小，均為石碇國小分班，轉而獨立設校。石碇國小座落於螺環山下，濱臨烏塗溪、豐田溪兩河流，遙向石碇名勝皇帝殿，山明水秀，綠意盎然。校風純樸，教師教學認真，深受地方家長信賴，百年來，化育英才無數，學生最多時曾有十八班，約千人左右。時光荏苒，隨著礦業沒落，人口外移，如今只剩六班，學生百餘人。歷史風華雖已漸褪，但無損石碇國小的靜謐及秀美，這裡有山光水色，鳥語蝶舞，還有濃蔭深綠，透著綣綣思古幽情，值得浮生半日，共享閒情。溪邊老榕每個城鎮都有傳說中的老樹，其中榕樹所佔的比例稍高於其他樹種， 榕樹屬於綠大喬木，革質單葉互生，隱花果球形且光滑，無柄且熟時會成暗紅色，並有白色斑點。溪邊老榕是歲月成長的見證，至今仍成長茁壯不輟，居民已將其列為保護級的老樹了。百年老樹步道西街因為曾經被列為當時臺灣的大茶市，所以遺留下許許多多舊有的街道形式，其中相當具有代表性的，就是百年老樹步道，這邊的老樹都是經歷了幾個世代的樹，比較起來，他們才算是真真看透世代交換的年長者。,須配合學校,新北市,石碇區,新北市石碇區石碇西街15號,【大眾運輸】　於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇站下車。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇國小。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇國小。,121.65866,24.99069,217030751658297 ,495
石碇集順廟,集順廟創建於1838年，奉祀保儀尊王。相傳祭拜保儀大夫與保儀尊王可以保祐開墾山坡地順利平安，保儀大夫與保儀尊王即為唐朝安史之亂時，死守睢陽城的張巡、許遠。 二人死後被尊奉為神，後來皇帝封張巡為保儀大夫，許遠為保儀尊王。唐末黃巢之亂，有高、張、林三姓因為獲得保儀尊王保祐而得以平安遷往福建躲避災禍，到了清代中葉又隨移民來臺，並依賴保儀尊王保祐而得以開墾順利，成為三姓的保護神，此後神威顯赫，聲名遠播。廟內除主神保儀大夫外，在旁陪祀有「孚佑帝君」呂洞賓，而孚佑帝君最常被煤礦業者視為保祐的神祇。,9:00-17:00,新北市,石碇區,新北市石碇區石碇西街9號,【大眾運輸】　於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇區公所站下車。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇。,121.65915,24.99072,234949946519337 ,40
石碇淡蘭藝文館,石碇自古以來就是東方美人茶重要產區，同時也有種植文山包種茶，成為臺灣地區三大茶市之一。而在臺灣煤礦業興盛時期，石碇也是北臺灣重要煤礦產地，如今礦業雖然沒落，不過仍遺留許多遺跡。 淡蘭藝文館是認識地方文化與藝術的好地方，一樓為常設館，以展出石碇區歷史、物產等；二樓為特展區，不定期有各式展覽。內部展示的內容當然是和石碇當地相關，像是石碇茶葉的發展、自然景觀，還有民俗活動等等，讓外來遊客多多認識石碇當地，另外，這裡也開放給文史團體和藝術家作為展示空間，遊客來此偶爾附庸風雅一下也不錯！,開放時間09:00-17:00，週一及國定假日休館,新北市,石碇區,新北市石碇區石碇村石碇東街87號,【大眾運輸】　於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇區公所站下車。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇。,121.65974,24.99095,147776651959641 ,1950
石碇老街,石碇老街是石碇地區最早發展的區域，以石砌橋墩所搭成的萬壽橋劃分成東西兩街，西街發展較早，早期以製造及買賣大菁、茶葉為主，房屋以當地石頭為主要建材所建築石頭屋；東街傳說則是乞丐的聚集住所，素有乞丐寮之稱。但目前東街的人口比例漸比西街多，並逐漸取代往日的西街，為石碇區較繁榮的地方。這裡的百年豆腐店、特殊的吊腳樓建築以及不見天街，都是遊客必到的景點。老街裡的百年老鐵舖，叮叮噹噹的打鐵聲，則為老街更添一份古樸的風采。 石碇東街是目前全台灣碩果僅存的不見天街，房屋就懸空在河床上方，僅靠柱子支撐，仔細一看，原來石碇的房子均是採用當地溪石建蓋而成，石碇村以東街、西街最能顯現石碇昔日的繁華風貌，由石碇溪萬壽橋往西為西街，向東則是臨烏塗窟溪興建的東街；西街是最早發展的街道，為運輸茶葉的輕便道路，沿街多半為土桷厝建築，高達二、三層樓，是當時熱鬧富裕的象徵，目前石碇國小前的集順廟廣場，則是當年茶葉批發的集散場所，區內並擁有百座廟宇，堪稱為是全臺廟宇最多鄉鎮。,全日開放(以各店家營業時間為主),新北市,石碇區,新北市石碇區石碇東街,【大眾運輸】　1.台灣好行：捷運木柵站→深坑(老街)→雙溪口(可轉乘至石碇老街)。　2.於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇區公所下車。　　【自行開車】　國道五號北宜高速公路→石碇交流道→下交流道後左轉直走到底 (約100公尺)，再向右轉往106乙線往石碇方向直走，過石碇堡墜道於106乙線8K處即可抵達。,121.66045,24.99106,607589162591485 ,1126
石碇東街,石碇東街昔稱內月仔，發展較西街〈中埔〉慢。清朝石碇開發早期，石碇為當時茶的買賣集散地，因為西街腹地小，便有人開始往東街居住，帶動了東街的發展，道光年間形成小街市。過去這裡很熱鬧，日用百貨每樣都有，大家都要到石碇來買，因此又叫做「小迪化街」。 坪林來石碇，或是臺北要去坪林、宜蘭都要經過這條街。這裡特殊的「吊腳樓」建築形式，是居民為解決腹地狹小所發展出來的。石碇東街的街道裡因為房屋距離很近，且為了充分利用空間，因此街道的上方均為建築物所覆蓋，而成為名符其實的「不見天街」。街內曾是本區有名的菜街，而今僅有幾攤菜販和以賣豆腐出名的老店，每到假日來此來參觀的人潮可是不少。東街在百年前的清朝時期曾被戲稱為「乞丐寮」，因當時的北區交通入口在此，且為石碇的茶葉買賣集散地，商旅雲集交易熱絡，乞丐在此可以乞討食物及錢財等，但因天黑後無法回家，就在今日石碇東街一帶的溪邊搭起「寮仔」過夜。當時東街還沒有住屋，人們見到就戲稱那一帶為「乞丐寮」。,未提供,新北市,石碇區,新北市石碇區石碇東街,【大眾運輸】　於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇區公所站下車。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇。,121.66051,24.99091,264740120213225 ,212
遠光打鐵店,於石碇區的遠光打鐵店老闆葉德茂表示，此店自祖父開始經營至今，具有一百多年的歷史。 遠光打鐵店遠近馳名，有不少媒體及許多名人前來，採訪參觀，像前總統陳水扁、前新北市長蘇貞昌等，皆曾到此參訪，而老闆對自己的作品所展現的自信，亦是此店遠近馳名的原因。 店裡更多的，是現代人搞不懂用法的各式刀具，砍竹的、挖筍的，大部分是特定用途的農具。不像金門總有遊客指定購買菜刀，也不像工廠大批製造品美觀，知道遠光打鐵店手藝的，多是老農夫及熟客。另外，信心十足的老闆也是老店吸引人參觀的原因。即使不需要刀具，走一趟遠光打鐵店也不會令人失望，打鐵店處處有驚喜，除了成排手工打造的刀具，還有超過百年的古董級鼓風爐和打鐵爐，木造的風櫃是現在難得一見的逸品。看著師傅一手推拉送風、一手燒鐵的絕技，就已不虛此行。,8:00~18:00,新北市,石碇區,新北市石碇區石碇東街12號,【大眾運輸】　於捷運景美站或捷運木柵站搭捷666開往烏塗窟公車至石碇國小站下車，步行約240公尺即抵達。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇。,121.66172,24.99061,174975652629794 ,53
石碇百年石頭屋,石頭厝約民國前六年建造左邊兩邊，右邊（廚房）則是數年後再建造完成。石頭屋是指東街裡兩戶相連的中藥行與雜貨舖，裡頭的階梯牆壁都是鑿石而成，大廳裡擺設中藥櫃、石臼、手秤等先人遺留的器物，從石階往上爬，可以看到一處後花園，石頭桌椅都爬滿了青苔，石壁上還隱約可以看到佛像的痕跡。在石碇東街的街道裡有著近百年歷史的老屋，相當具有早期的石碇特色，裡面有相當多的石器以及古老的製藥器材，讓您可以體驗一下從前人生活在其中的感覺。,星期三~日 9:00~17:00,新北市,石碇區,新北市石碇區石碇東街53號,【大眾運輸】　於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇站下車。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇。,121.66111,24.99083,veryoldteahouse,519
皇帝殿登山步道,皇帝殿位於石碇區，由於山區之地質年代尚屬幼年期，故多懸崖深壑、尖石插天等特殊景觀，其中永定石霸尖直指石碇，直線距離就有4公里長，是難得的岩場。皇帝殿共有三個登山口，距離石碇老街最近的，是位於公共停車場處的西峰登山口，從這裡往上攀爬可經過皇帝殿稜岩脊線、至東峰等處。 東峰標高593公尺，西峰560公尺，天王峰（中峰）532公尺，天王峰剛好位於這條脊稜的中間位置。本區山勢雖都不高但北向視野極佳，在晴天之時朝北可以望見四分仔尾山；朝西北更可遠望七星山及磺嘴山。 整體而言這整條稜脊幾乎都由巨大的岩塊構成，其稜頂之瘦狹有如刀削 斧劈，並有多處巨岩裸露寸草不生。登臨其上有如憑空御虛，兩邊毫無可供攀援之物，真可謂驚險刺激。更有多處稜脊之狹僅容單人通行，有人甚至不敢直立而行，以臀當足，騎在稜線上慢慢施展「乾坤大挪移」之絕招，往往造成大塞車，整條稜線上都是人在排排「騎」，從山下望之有如整排螞蟻緩緩蠕動 ，所以才有「螞蟻過門檻」之謔語來形容之！ 皇帝殿的山徑頗陡，除稜頂外全程皆在樹林之中，就算是炎炎夏日亦無日照之苦，加上精彩的稜線，每逢假日總是遊人如織，甚早即成為新北市境內的熱門郊山之一。近年來為了登山者的安全及方便，本山區已開闢為「皇帝殿風景區」，各項公共設施多有建設，除了山下道路拓寬之外，登山口亦設有停車場及公廁，而原本的登山小徑也大部份都改鋪為花崗岩步道，致於部分的危險路段也都加上鐵鍊繩索以確保安全。,全日開放,新北市,石碇區,新北市石碇區皇帝殿,【大眾運輸】　1.於景美或木柵搭欣欣客運666路線，然後直接坐到過九寮埔橋的皇帝殿站下車，步行1.3公里即可到達登山口；回程時若仍回到小粗坑則在相同地點搭車，若下到永定國小則必須搭乘臺北客運平溪線的班車。 　2.臺北客運平溪線：主要由木柵馬明潭起站（亦有由樹林及板橋起站的）經深坑、雙溪口、文山煤礦後到永定國小下車，往前步行100公尺見路右一雲臺山牌樓循此產業,121.67622,24.99179,137654892972164 ,1057
格頭雲瀑,本地因為四周群山環繞，當太陽照射時，積存在樹林間的水氣就蒸發成雲霧，像一堆白色的浪花在青山間翻騰，形成雲海景觀。本地欣賞雲海的地方很多，其中以位於北宜公路上的小格頭一帶最為出名。由小格頭向北望玉桂嶺等山，山巒突出雲層之上，只要天氣稍有變化，整個山巒就沉入雲海之中，好不壯觀。與臺灣其他觀賞雲海之景點相較，海拔低與出現頻率高是其特色。,最佳觀賞時間：AM 05:00-08:00,新北市,石碇區,新北市石碇區格頭里,【大眾運輸】　新店捷運站搭乘新店客運綠12號至栳寮站下車。　　【自行開車】　往新店方向，上9號省道直行，於北宜公路23K處(小格頭)即可。,121.62261,24.94371,149181681878302 ,595
石碇天后宮,源自清朝時代村民捐出作為迎媽祖時休息及演戲所用土地，有四百餘坪，有關迎媽祖之歷史，為光緒五年（公元1879年）間，全鄉發生蝗害，當年七月間彭山村人到關渡宮求二媽到村裡來驅蝗蟲，迎來後，免農藥自無蟲害。過三年後，稻田發生稻熱病和茶熱症，當年五月間再迎二媽來送祿二次，來時在彭山頭天磨石坑甲，第二天九寮仔埔、烏塗村、石碇村等五村，迎過全部平安，後來五村頭人為感謝聖母神恩，定五年一次迎請二媽繞境。臺灣在光緒二十一年（公元1895年）日本政府來臺後再迎二次，在1908年後停迎，又在光復後民國三十六年由彭山村人發起全鄉再迎，第二次有坪林區加入，第三次有深坑加入，乃成為現今三鄉五年一次迎媽祖的盛會。,9:00-17:00,新北市,石碇區,新北市石碇區彭山里4鄰崩山33之3號,【大眾運輸】　1.搭乘火車至南港火車站，步行至南港行政中心搭乘小5區開往茶葉製造示範廠至茶葉製造示範廠下車，步行1.9公里即抵達。　2.搭乘捷運至南港展覽館站，步行至南港行政中心搭乘小5區開往茶葉製造示範廠至茶葉製造示範廠下車，步行1.9公里即抵達。　3.搭乘火車至南港火車站，步行至南港行政中心搭乘小5開往光明寺至光明里下車，步行1.4公里即抵達。　4.搭乘,121.69331,24.95043,250578828293458 ,47
筆架山,筆架山位於新北市深坑區與石碇區的交界處，為一處呈鋸齒狀的連峰岩壁，其最高峰為並立的兩座山頭，無基點，因遠看就像是毛筆放置之筆架，故被稱為筆架山。 山上連峰多數為坡度陡峭的瘦稜，縱走筆架山有時要鑽林，有時要爬岩，有時更要跨上稜刃，其上下盤迴的形勢，相當刺激。,全天開放,新北市,石碇區,新北市石碇區筆架山,【大眾運輸】　1.從深坑進入可達捷運木柵站下車，轉搭指南客運660公車前往深坑昇高路登山口。　2.從石碇進入可在景美搭666欣欣客運至石碇下車，由石碇西街進入。　　【自行開車】　北宜路栳寮站沿產業道路北行，經濟公寺便抵登山口。,121.63446,24.97499,101522996652785 ,1056
茶鄉桂花農園,桂花農園位於石碇區隆盛里，又稱桂花村。在北32鄉道，是臺灣古老茶區之一，地處海拔300多公尺上，因土壤中含砂礫，全年雨量適中，早在 50、60年代，茶葉興盛時期，當地茶農便以桂花作為烘焙茶葉之香料，提升茶的附加價位，每100公斤茶必須配上25公斤的桂花，因此茶園旁種植大量桂花樹，每年8月過後，全村老少穿梭桂花林間，採集新鮮桂花，形成當地特有景觀，是當地居民重要的生活記憶。農園內擁有全國最大的桂花生態農園，桂花季為每年十月?四月，桂花村的自然生態資源豐富，春天蝴蝶遍飛、夏天螢火蟲點綴花草之間、秋冬桂花飄香，值得一遊。目前桂花農園除了飲食、品茗之外，還規劃設置了桂花巷、百年桂花步道。 秋冬晨昏時分，薄霧輕罩山巒，浮生偷閒，感受身處如山水畫中!大口呼吸隨風飄散的桂花香，漫步桂花林間，忘情享受桂花雨落的繽紛，沈浸在滿園點點金黃的桂花巷，體驗芳香馥郁的桂花SPA，充份地將心靈洗滌乾淨 ，忘卻世俗的紛紛擾擾。 春夏時節，時而山嵐繚繞的朦朧，時而晴空映照的翠綠，桂花樹下悠閒地享受山林間微風吹拂。陣陣清風徐徐的快意慵懶，空氣中瀰漫著青翠的氣息，身邊不時飄送著蟲鳴鳥叫的大自然音符，傍晚時分，夕陽緩緩從遠山落下，襯托著炫麗晚霞，閃耀動人 。 夜幕低垂，鄉間天籟伴星光，遠山燈火闌珊，在私房的夜空裡享受片刻的幽靜 。,11:00~20:00 (週一公休，如遇國定假日順延一天),新北市,石碇區,新北市石碇區隆盛村新興坑4號,【自行開車】　北二高往北方向→深坑聯絡道→往北石碇交流道17公里出口下→過文山橋左轉500公尺→右轉北32鄉道(五分鐘即達)。,121.65363,25.01671,shidingosmanthus,8242
二格山自然中心,二格山自然中心(K2 Nature Center)是台灣第一所由民間組織籌設經營的環境學習中心。以3公頃私有原始林地，規劃設計不同的環境學習課程，引領大眾走入森林、小溪，在秀麗的山嶺享受開?的田野，嘗試和野生動物相遇的驚喜，體會野城之美，尋求人與自然的和諧。 二格山自然中心位於石碇區格頭村，海拔225~496公尺，屬低海拔森林山區，由於這塊土地20多年來沒有人為開發，保留了相當原始豐富的森林生態景觀，提供給各種生物棲息。此外；中心週邊因為先民過去開墾荒地生活的關係，保有相當豐富的人文遺跡，包括了梯田、茶園、大菁、蕃格古道等等。 【入園須知】 1.園區星期一休園。 2.園區內全區禁菸。 3.園區內寵物不落地。 4.園區內禁止採取任何植物，請共同維護生態。 5.二格山自然中心提供之活動與餐飲需事先預訂，恕無法受理現場報名。 6.二格山自然中心教室僅提供活動使用，請訪客勿擅自使用。 7.為維護環境乘載量，超過10人以上團體入園參觀，請先來電(02)2665-1166預約。,星期二~星期日 09:00-17:00；星期一休園,新北市,石碇區,新北市石碇區碇格路二段31號,【大眾運輸】　自捷運新店站轉搭綠12新店客運，至小格頭站下車後，往坪林方向步行，左轉北47線，步行約15分鐘即可抵達園區入口。　　【自行開車】 　1.北宜公路(台九線)　從新店到小格頭，車程約20分鐘，於台九線路標24.5公里處，左轉北47線，約行駛800公尺，扺達園區入口。　2.走國道3號接國道5號，台北往宜蘭方向（西向東），從石碇交流道下先左轉，再右轉,121.63869,24.95737,142814345824307 ,74
新北市好茶節,文山一帶所盛產的包種茶聞名世界，而石碇產製的白毫烏龍(東方美人茶)更是其中一絕，為品茗行家的最愛。每年最佳產期在芒種至大暑的夏季，有別於坪林的包種茶之冬、春茶。石碇區民的信仰中心集順廟，已有百年以上歷史，廟埕昔日是中盤商與茶農的交易場所，鄉公所於盛產期舉辦石碇區美人茶節活動(現為:新北市好茶節)，同時有石碇豆腐大餐及東西老街導覽，體力好者還可以登上著名的皇帝殿，來體驗屬於石碇區的鄉野之美。,未提供,新北市,石碇區,新北市石碇區農會(石碇區公所),【大眾運輸】　於捷運景美站或捷運木柵站轉乘欣欣客運666北碇線，於石碇站下車。　　【自行開車】　1.臺北→國道五號→石碇交流道→106乙線道→雙溪口→石碇。　2.臺北→木柵木柵路→深坑北深路→106乙線道→雙溪口→石碇。,121.65791,24.99149,1159360660752820 ,24
